id_cliente,nombre,empresa,industria,email,telefono,tamano_empresa,ingresos_anuales,presupuesto_TI,interes_producto,region
382,Débora,"Matías, Sierra y Covarrubias",Tecnología,ggodoy@industrias.biz,482-531-1060x92098,Grande,2893139,168053,Alto,Colima
383,Catalina,Muñiz y Escobar S.A.,Educación,hectoresquibel@laboratorios.com,120-911-7911,Pequeña,26261,2585,Alto,Durango
384,Dolores,Bernal-Saldaña,Salud,emilio61@alonzo.info,136-657-2240x29901,Grande,8203312,873522,Bajo,Querétaro
385,Cristobal,"Despacho Espinoza, Zelaya y Anguiano",Salud,sisnerosnelly@grupo.com,+52(3)1244731584,Grande,4622731,117325,Bajo,Veracruz de Ignacio de la Llave
386,Marco Antonio,"Espinoza, Henríquez y Delgadillo",Salud,gilbertoorozco@vergara-villagomez.com,(376)769-4591,Grande,8194567,324889,Bajo,Sinaloa
387,Raquel,Niño-Barela S.C.,Tecnología,aldosegura@industrias.net,601.256.2531,Pequeña,144701,8352,Medio,Jalisco
388,Clemente,Casillas-Aguirre S.A. de C.V.,Manufactura,mendezernesto@vanegas.net,06493831849,Pequeña,96655,8792,Alto,Coahuila de Zaragoza
389,Verónica,"Puga, Matías y Maya",Manufactura,elsaarroyo@samaniego.biz,01729596390,Grande,4526269,448059,Bajo,Nuevo León
390,María Teresa,"Grupo Padrón, Arce y Tejeda",Salud,mirandaveronica@barrios.com,(445)561-8579x064,Pequeña,119033,8773,Alto,Veracruz de Ignacio de la Llave
391,Carlos,Candelaria-Anaya S.A.,Salud,alarconclara@medrano-pulido.com,(135)800-4010,Pequeña,172078,11612,Bajo,Oaxaca
392,Sara,"Jimínez, de la Rosa y Chavarría",Tecnología,icasares@cordero-viera.biz,718-839-7745x73144,Grande,4045370,357024,Medio,Colima
393,Vicente,Laboratorios Bernal y Benavídez,Manufactura,nbalderas@galvez.biz,1-715-398-8547,Grande,5737602,139912,Bajo,Durango
394,Bernabé,Grupo Narváez-Olmos,Tecnología,mserna@escobedo.biz,(491)271-1307,Grande,6472854,535261,Alto,Guerrero
395,María Cristina,Jaimes-Casanova S. R.L. de C.V.,Tecnología,morenoluis-manuel@grupo.biz,507-451-0663x4362,Grande,8851432,838133,Alto,Nayarit
396,Miguel,"Cardona, Arteaga y Guzmán",Finanzas,gaonacamila@aranda.com,181.439.6661,Pequeña,24226,2408,Bajo,México
397,Miguel Ángel,Grupo Figueroa y Montenegro,Manufactura,ruben40@escalante-santacruz.org,432.512.2572x076,Mediana,235422,20559,Bajo,Querétaro
398,Gabino,de la Rosa-Aguirre,Tecnología,mario90@gutierrez.com,+94(3)8822114577,Pequeña,193732,10804,Bajo,Quintana Roo
399,María José,Morales S.A. de C.V.,Manufactura,norma97@jiminez-solano.com,632-570-3965,Grande,2258529,80476,Alto,Jalisco
400,José María,Lara-Tovar,Salud,lsoto@laboratorios.org,(443)098-5916x795,Pequeña,155103,5294,Alto,Nuevo León
401,Martha,Industrias Longoria-Valdez,Educación,hernanruiz@despacho.com,1-491-074-0650,Pequeña,118174,12425,Alto,Campeche
402,Gloria,Despacho Juárez-Collazo,Salud,magdalenavigil@lopez-gaona.com,536.661.4494x296,Grande,8708034,916303,Bajo,Puebla
403,Elvira,"Grupo Peña, Urrutia y Feliciano",Manufactura,hilda14@trejo.biz,02875857567,Pequeña,162199,18677,Medio,Tabasco
404,Alicia,Pérez A.C.,Finanzas,sessamadrid@industrias.com,894.062.6078x7010,Grande,2585599,133878,Medio,Nayarit
405,Gregorio,Meraz y Ballesteros A.C.,Tecnología,floresnoemi@industrias.com,(244)079-3110x29181,Mediana,553662,28414,Alto,Michoacán de Ocampo
406,Alberto,Ornelas y Baca A.C.,Retail,leticia72@proyectos.org,(791)620-2232x88377,Mediana,1133983,110536,Medio,Nuevo León
407,Yeni,"Club Olvera, Carbajal y Rivera",Educación,jpizarro@limon.com,1-609-409-7052x7740,Mediana,1738354,48058,Alto,Guanajuato
408,Jaqueline,"Serna, Barajas y Delgado",Salud,jesusvalladares@rico-cintron.com,176-792-9884x259,Grande,4186208,457965,Bajo,Quintana Roo
409,Amalia,Covarrubias S.A.,Salud,caraballomodesto@mejia.com,02661094101,Mediana,1250931,36346,Medio,Tlaxcala
410,Delia,Cardenas-Rascón S.C.,Salud,teodorovela@grupo.info,(433)268-3190x13020,Pequeña,158467,13618,Alto,San Luis Potosí
411,Angélica,Escalante-Suárez S.C.,Educación,emiliovasquez@sanches.org,(217)661-9128x4117,Pequeña,21221,863,Medio,México
412,Paola,Altamirano-Garrido y Asociados,Salud,fidel65@cotto-loera.com,(938)984-6908x1974,Pequeña,194480,16211,Medio,Baja California
413,Francisca,Corporacin Bahena y Chávez,Educación,pascualmendoza@gracia.com,1-905-169-9187x2401,Mediana,1432451,157315,Alto,Baja California Sur
414,Mateo,"Proyectos Gil, Alonso y Baca",Salud,estevezoswaldo@almanza.com,626-682-1719x553,Grande,2055345,222395,Medio,Querétaro
415,Esther,Villalobos-Alarcón,Salud,lilianateran@alejandro.com,+10(2)7240559342,Pequeña,104954,9627,Alto,Sonora
416,Carlos,Bermúdez-Henríquez,Manufactura,miguel-angelmunguia@club.net,(384)588-1056,Grande,6016588,247103,Alto,Zacatecas
417,Emilia,Proyectos Soliz-Godoy,Finanzas,perla31@collado-aranda.info,710-704-4964x10496,Grande,6968972,233268,Bajo,Zacatecas
418,Juan Carlos,Armendáriz y Garrido S.A.,Salud,qenriquez@tejada.com,(509)549-3059x6601,Grande,5401214,631533,Bajo,Sinaloa
419,Oswaldo,Pineda y Vega e Hijos,Manufactura,dalia67@grupo.com,03845960945,Grande,5954502,220654,Medio,Nayarit
420,Sandra,Castellanos S.A. de C.V.,Tecnología,gabino27@alfaro.info,+57(8)3609149851,Grande,6954278,298904,Medio,Tlaxcala
421,Miguel Ángel,Grupo Delgado-Contreras,Salud,gonzalescamila@enriquez.net,1-950-830-4405x809,Pequeña,134746,10777,Bajo,Michoacán de Ocampo
422,Natividad,Carreón y Segura A.C.,Educación,emiliamelgar@pelayo-becerra.biz,(205)955-6574,Pequeña,187880,11864,Medio,Baja California
423,Conchita,Caraballo S. R.L. de C.V.,Educación,humbertosegura@galvan-ochoa.org,+26(1)1398986818,Grande,8749650,969337,Bajo,Campeche
424,Nicolás,Mateo y Jiménez S.A.,Salud,federico53@godoy-resendez.com,1-376-515-8815x79376,Mediana,1454709,88540,Alto,México
425,Felipe,"Viera, Chavarría y Zelaya",Educación,gonzalo55@bonilla-paredes.biz,297-327-0216x4871,Grande,3723176,373913,Medio,Distrito Federal
426,Daniela,Centeno-Serrato,Retail,wpichardo@club.com,05599910157,Mediana,1483206,176768,Medio,Tabasco
427,Gregorio,Cervantes y Elizondo e Hijos,Retail,coronadoabraham@rendon-ojeda.info,(894)134-7509,Mediana,732210,56940,Bajo,Tamaulipas
428,Juan Carlos,Domínguez-Collazo A.C.,Educación,luis-manuelsolano@industrias.com,(144)773-2449,Mediana,1842299,211725,Alto,Chiapas
429,Emiliano,Despacho Zamora-Arenas,Manufactura,abrahamsaenz@negron.com,1-678-274-1176x7412,Pequeña,48096,5414,Medio,Nayarit
430,Arcelia,Laboratorios Benavídez y Mena,Manufactura,natividadmeza@club.com,(185)380-0329x633,Grande,5223960,425212,Bajo,Morelos
431,Eduardo,Leyva y Ceja S.A.,Educación,sevillaernesto@puente.info,(932)064-9693x5782,Pequeña,62876,7109,Bajo,Oaxaca
432,Minerva,"Zamora, Munguía y Tórrez",Educación,glucero@despacho.info,1-361-275-1562,Mediana,701757,14055,Alto,Yucatán
433,Lilia,Despacho López y Jasso,Tecnología,lucasballesteros@ibarra-matias.biz,1-664-047-3504x763,Pequeña,194450,21762,Bajo,Guanajuato
434,Blanca,Ceballos-Zedillo S. R.L. de C.V.,Manufactura,alonsojuan@merino-morales.net,00835832863,Grande,3631795,410288,Bajo,Nuevo León
435,Esmeralda,Despacho Aranda y Almonte,Salud,sanchezleonel@arias.com,+33(0)4166241118,Mediana,445385,51518,Bajo,Tabasco
436,Salma,Despacho Villalobos-Ornelas,Manufactura,samuelmarrero@pizarro-sepulveda.com,(473)149-7646,Mediana,1629407,178668,Alto,Colima
437,Gloria,Club Alfaro y Salgado,Salud,wnieves@regalado-garrido.org,+63(7)5791452118,Mediana,1283187,26911,Medio,Guanajuato
438,Felix,Cisneros-Padrón,Retail,usolorzano@despacho.biz,(520)599-6043,Mediana,858238,35922,Bajo,Zacatecas
439,Uriel,Corporacin Riojas y Rosas,Retail,cantuluz@nunez-cavazos.com,(812)371-0672,Pequeña,73453,2987,Alto,Zacatecas
440,Pascual,"Ozuna, Aguirre y Lucio",Educación,pugaguadalupe@industrias.com,483-958-9477,Pequeña,187160,12963,Alto,Jalisco
441,Celia,Industrias Rojo-Alarcón,Retail,lorena22@barrera.com,1-187-510-9792,Pequeña,143990,8608,Bajo,Coahuila de Zaragoza
442,Jaime,Espinoza S.A. de C.V.,Finanzas,luis94@padron-hernandez.net,319-213-4249x12896,Mediana,1639356,107737,Alto,Querétaro
443,Rosalia,"Proyectos Rojas, Fuentes y de la Garza",Manufactura,gomezesmeralda@contreras-collazo.com,051.028.7675x481,Grande,3767919,294277,Medio,Michoacán de Ocampo
444,Mario,Marrero-Solorio S.A. de C.V.,Finanzas,zedilloernesto@laboratorios.biz,(774)186-5205x7563,Mediana,967398,67598,Alto,Hidalgo
445,Adalberto,Club Muro y Sotelo,Educación,abigailvilla@corporacin.net,+94(0)4760440907,Pequeña,160966,6898,Alto,Veracruz de Ignacio de la Llave
446,Vicente,Arellano-Negrón,Manufactura,corraldiana@despacho.com,1-051-843-9055x295,Pequeña,56296,3938,Bajo,Aguascalientes
447,Yeni,Barragán S.A.,Tecnología,gabrielabotello@club.org,1-862-044-8515,Pequeña,114438,10191,Alto,Veracruz de Ignacio de la Llave
448,Asunción,Bueno y Carrión A.C.,Retail,asuncionescamilla@villareal-almonte.com,+35(7)1343240642,Grande,4807302,269671,Bajo,Nayarit
449,Elena,"Grupo Díaz, Lucero y Huerta",Educación,fjaime@mota.com,872-096-2893x65435,Grande,6830952,580037,Alto,Nayarit
450,Mayte,"Despacho Carrillo, Sierra y Escamilla",Educación,dcintron@nieves-valle.org,+51(5)0267551254,Mediana,1172558,135617,Alto,Guanajuato
451,Sergio,Villaseñor y Velásquez e Hijos,Retail,eozuna@corporacin.com,640.381.6649x690,Mediana,678607,35075,Medio,Guanajuato
452,Rubén,Industrias Chávez y Cedillo,Manufactura,ana14@proyectos.biz,(702)324-4123,Grande,5777295,212210,Alto,Jalisco
453,Cristian,Adame-Romero S.A.,Tecnología,benito78@galindo.info,1-316-252-6546x96815,Mediana,416026,10974,Medio,Zacatecas
454,Sandra,Proyectos Gollum-Negrete,Manufactura,jacinto80@bernal.info,1-034-615-6262,Pequeña,181660,9253,Alto,Nuevo León
455,Mauricio,Ibarra S.C.,Educación,daliaotero@rivero-borrego.com,(160)252-9867x07660,Pequeña,19215,1069,Medio,Oaxaca
456,María del Carmen,Rojas-Meza y Asociados,Educación,bruno26@betancourt.com,1-943-897-6074x01775,Grande,5829763,553192,Bajo,Campeche
457,Iván,"Proyectos Alva, Torres y Jaramillo",Retail,guadalupemunguia@alfaro.com,091-508-6321x81227,Pequeña,125831,7119,Medio,Tamaulipas
458,Federico,Arevalo y Bermúdez S.A. de C.V.,Manufactura,alfonso29@olivas-sepulveda.com,1-466-024-1613,Pequeña,190294,21825,Medio,Morelos
459,Federico,Noriega S. R.L. de C.V.,Manufactura,wgalvan@laureano.net,(096)244-0630x62447,Mediana,1375567,81812,Alto,Puebla
460,Irma,Despacho Loera y Rincón,Salud,vyanez@rolon.com,1-557-277-3826,Grande,8413412,847714,Bajo,Morelos
461,Susana,Valentín y Montaño A.C.,Tecnología,olganegron@corporacin.com,992-959-6604,Pequeña,85915,7190,Bajo,Zacatecas
462,José María,Calderón-Ortiz,Tecnología,ericcarranza@grupo.biz,369.455.1588,Pequeña,150239,5798,Alto,Sonora
463,Marisol,"Proyectos Rascón, Cortez y Díaz",Finanzas,alomeli@rivera-de.com,966-630-9329x981,Pequeña,139388,7553,Medio,Tabasco
464,Santiago,Grupo Varela y Rodríquez,Tecnología,nevarezagustin@urias.com,1-532-735-2410x397,Pequeña,48296,2253,Medio,Veracruz de Ignacio de la Llave
465,María,Proyectos Díaz y Riojas,Educación,zayasisabel@grupo.com,068.761.6481x98077,Pequeña,41971,1884,Medio,Campeche
466,Alfredo,Pabón-Segura e Hijos,Retail,yporras@cano-concepcion.com,1-125-652-3734x1517,Mediana,1629088,185099,Alto,Zacatecas
467,María,Raya-Holguín S. R.L. de C.V.,Tecnología,rosario02@industrias.com,954.429.4774,Pequeña,104483,11113,Alto,Durango
468,Concepción,"Proyectos Olivo, Hinojosa y Gil",Manufactura,galarzarodolfo@grupo.com,886.792.5298x58567,Grande,3003693,297108,Alto,Guanajuato
469,Juan,Barragán S.A. de C.V.,Educación,horaciofonseca@grupo.com,779.083.3506,Mediana,391682,32064,Bajo,Chiapas
470,Genaro,Badillo-Ramón,Finanzas,felipehidalgo@laboratorios.info,(094)841-3128,Pequeña,137885,7125,Bajo,Oaxaca
471,Federico,Rivera y Calvillo S. R.L. de C.V.,Finanzas,matostania@estrada-romo.com,1-173-189-3974x909,Mediana,1719175,77482,Alto,Tamaulipas
472,Margarita,Industrias Reyes y Abrego,Salud,lorenzo94@del.info,444-835-4884x7127,Grande,3565538,195271,Bajo,Aguascalientes
473,Mariano,Dávila y Duarte A.C.,Retail,gmaestas@monroy.com,1-133-484-5871,Pequeña,127803,13028,Bajo,Oaxaca
474,Irene,Grupo Ortiz-de la Torre,Retail,santiagocortez@sevilla-rojo.org,(434)745-2455x574,Grande,4003086,368685,Bajo,Tamaulipas
475,Karina,Paredes S.A. de C.V.,Educación,maria-eugenialara@fierro.com,(505)665-8833,Mediana,1059422,55304,Alto,Tlaxcala
476,Antonio,Grupo Melgar y Rosado,Manufactura,xarredondo@ruiz.org,1-601-054-8574x1721,Pequeña,38063,1490,Alto,Puebla
477,Cornelio,"Industrias Feliciano, Valenzuela y Bueno",Finanzas,uguillen@industrias.com,05573257375,Pequeña,106037,8546,Alto,Querétaro
478,Francisco Javier,"Industrias Altamirano, Cintrón y Casares",Retail,zponce@arriaga.net,096.085.8749,Grande,2509190,190201,Medio,Querétaro
479,Raúl,Valdez-Carreón,Finanzas,nellybrito@espino.biz,772-512-9578,Mediana,363442,42180,Alto,Tamaulipas
480,Abraham,"Almaraz, Aguilera y Garza",Finanzas,luis24@industrias.info,395-923-2342x10890,Grande,7245606,549523,Bajo,Distrito Federal
481,Estela,Grupo Madrigal y Dávila,Manufactura,ojuarez@proyectos.com,1-160-736-0776x336,Pequeña,154170,10864,Bajo,Chihuahua
482,Ricardo,Curiel-Fuentes,Educación,saenzsalma@mateo-pelayo.com,08574817006,Mediana,1064746,67141,Bajo,Tabasco
483,Andrés,"Macías, Girón y Bravo",Manufactura,brodriguez@laboratorios.com,(902)822-7009,Mediana,1138475,22791,Alto,Jalisco
484,Guadalupe,Pedroza-Cotto S.C.,Finanzas,deliasolano@laboratorios.com,(073)465-4950,Mediana,665330,70240,Alto,Baja California
485,Claudio,"Arredondo, Tirado y Ocasio",Finanzas,cristinacamarillo@montes.com,(117)768-7290x477,Mediana,527380,24522,Bajo,Morelos
486,Víctor,Caldera-Romo S.C.,Finanzas,carmengaona@proyectos.com,164.913.3424x57988,Mediana,1393415,130182,Bajo,Nayarit
487,Virginia,Industrias Aragón-Olmos,Tecnología,fajardodulce@collazo.com,265.097.7539,Mediana,364579,40901,Medio,Sonora
488,Silvia,"Industrias Quiñónez, Carvajal y Lemus",Educación,ivan24@saavedra-ulloa.com,(584)156-0821x37118,Grande,8521460,496363,Medio,Nuevo León
489,Perla,Santana-Echeverría,Educación,msegura@proyectos.com,589.298.8085x83825,Pequeña,186589,22341,Medio,Guanajuato
490,Teresa,Proyectos Coronado y Toledo,Finanzas,rfierro@pacheco.biz,677-524-0148x4399,Mediana,510404,27366,Medio,Coahuila de Zaragoza
491,Mauricio,Proyectos Guerra-Ornelas,Educación,veronicaperea@villareal.com,03426192372,Mediana,1822828,60221,Alto,Nayarit
492,Nicolás,"Industrias Candelaria, Zamora y Rodríguez",Finanzas,virginiaquezada@proyectos.com,05406417692,Grande,6397709,282980,Medio,Zacatecas
493,Espartaco,Bueno-Zavala,Manufactura,fabiola76@baez.com,856-451-0173,Grande,5469377,309166,Alto,Zacatecas
494,Manuel,"Despacho Saavedra, Valentín y Zepeda",Salud,hzepeda@arias.org,191-135-9966x05779,Pequeña,101676,10387,Medio,Baja California Sur
495,Soledad,"Alvarez, Gálvez y Valverde",Tecnología,albertomendez@loya-paz.com,745.553.4705x74238,Pequeña,32495,3053,Alto,Puebla
496,Débora,Burgos y Merino S.A. de C.V.,Retail,ilsemalave@bustamante-palomino.com,726.347.5575x2250,Mediana,247706,10131,Bajo,Chihuahua
497,Natividad,"Proyectos Valencia, Tijerina y Domínguez",Educación,mbenitez@bustamante-zamora.biz,258-562-6149,Grande,3185708,286317,Alto,Colima
498,Margarita,Guillen S. R.L. de C.V.,Retail,yenilara@saldana.com,373.204.3097,Pequeña,25757,1032,Bajo,Tlaxcala
499,Pedro,Club Escamilla y Solano,Retail,yvelasquez@laboratorios.com,358.512.5389,Mediana,1584902,136774,Bajo,Distrito Federal
500,Martín,Cantú-Zayas S.A.,Salud,veronica83@jimenez.com,1-977-961-2087x805,Mediana,1216410,88987,Alto,Yucatán
